pais,fecha_proceso,transporte,ruta,tipo_entrega,material,precio,cantidad,unidad
HN,20250314,67052658,2710948,COBR,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA829001,2200.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,EN001001,0E-18,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,CA001099,0E-18,10.000000000000000000,ST
HN,20250314,67052658,2710948,COBR,AA074021,6000.000000000000000000,30.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA074028,12000.000000000000000000,60.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA041001,0E-18,1.000000000000000000,ST
HN,20250314,67052658,2710948,COBR,AA317050,0E-18,8.000000000000000000,ST
HN,20250314,67052658,2710948,COBR,"",4003.000000000000000000,1.000000000000000000,ST
HN,20250314,67052658,2710948,COBR,"",4424.860000000000000000,1.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA531705,124200.000000000000000000,30.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,14400.000000000000000000,30.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,CA900099,3600.000000000000000000,30.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA643714,71070.000000000000000000,20.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA583392,54800.130000000000000000,20.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA531705,151800.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,19200.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,CA900099,4800.000000000000000000,40.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,BA000444,156400.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,19200.000000000000000000,960.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA643714,128800.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA583392,105200.160000000000000000,40.000000000000000000,CS
GT,20250513,67053610,919885,ZPRE,BA018426,7799.740000000000000000,103.000000000000000000,CS
GT,20250513,67053610,919885,ZPRE,BA018426,25.250000000000000000,2.000000000000000000,ST
GT,20250513,67053610,919885,ZPRE,AA004005,1537.500000000000000000,15.000000000000000000,CS
GT,20250513,67053610,919885,ZPRE,AA004005,29.930000000000000000,7.000000000000000000,ST
EC,20250217,67051860,4511092,ZPRE,"",1812.440000000000000000,1.000000000000000000,ST
EC,20250217,67051860,4511092,ZPRE,BA017072,156.600000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA000210,685.230000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA000215,677.150000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA013085,293.460000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA013081,288.900000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,AA004001,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,AA004002,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,AA004003,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,AA004012,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA017072,156.600000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA000210,685.230000000000000000,30.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA875142,4.500000000000000000,12.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA875142,90.000000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015001,49.050000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA131113,45.000000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015011,43.200000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,76.500000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015011,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA131113,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015001,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA875142,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,15.300000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,15.300000000000000000,2.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA829001,2200.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,EN001001,0E-18,10.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,CA001099,0E-18,10.000000000000000000,ST
HN,20250314,67052658,2710948,COBR,AA074021,6000.000000000000000000,30.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA074028,12000.000000000000000000,60.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,COBR,AA041001,0E-18,1.000000000000000000,ST
HN,20250314,67052658,2710948,COBR,AA317050,0E-18,8.000000000000000000,ST
HN,20250314,67052658,2710948,COBR,"",4003.000000000000000000,1.000000000000000000,ST
HN,20250314,67052658,2710948,COBR,"",4424.860000000000000000,1.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA531705,124200.000000000000000000,30.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,14400.000000000000000000,30.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,CA900099,3600.000000000000000000,30.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA643714,71070.000000000000000000,20.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA583392,54800.130000000000000000,20.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA531705,151800.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,19200.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,CA900099,4800.000000000000000000,40.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,BA000444,156400.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,19200.000000000000000000,960.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA643714,128800.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA583392,105200.160000000000000000,40.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,"",1812.440000000000000000,1.000000000000000000,ST
EC,20250217,67051860,4511092,Z05,BA017072,156.600000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,BA000210,685.230000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,BA000215,677.150000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,BA013085,293.460000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,BA013081,288.900000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,AA004001,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,AA004002,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,AA004003,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,AA004012,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,BA017072,156.600000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,Z05,BA000210,685.230000000000000000,30.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA875142,4.500000000000000000,12.000000000000000000,ST
SV,20250325,67052854,2161885,Z05,AA875142,90.000000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015001,49.050000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA131113,45.000000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015011,43.200000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015008,76.500000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015008,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015011,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA131113,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015001,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA875142,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015008,15.300000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z05,AA015008,15.300000000000000000,2.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA829001,2200.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,EN001001,0E-18,10.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,CA001099,0E-18,10.000000000000000000,ST
HN,20250314,67052658,2710948,Z04,AA074021,6000.000000000000000000,30.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA074028,12000.000000000000000000,60.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,Z04,AA041001,0E-18,1.000000000000000000,ST
HN,20250314,67052658,2710948,Z04,AA317050,0E-18,8.000000000000000000,ST
HN,20250314,67052658,2710948,Z04,"",4003.000000000000000000,1.000000000000000000,ST
HN,20250314,67052658,2710948,Z04,"",4424.860000000000000000,1.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA531705,124200.000000000000000000,30.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,14400.000000000000000000,30.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,CA900099,3600.000000000000000000,30.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA643714,71070.000000000000000000,20.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA583392,54800.130000000000000000,20.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA531705,151800.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,19200.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,CA900099,4800.000000000000000000,40.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,BA000444,156400.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,EN900052,19200.000000000000000000,960.000000000000000000,ST
JM,20250602,67053946,8200894,ZVE1,AA643714,128800.000000000000000000,40.000000000000000000,CS
JM,20250602,67053946,8200894,ZVE1,AA583392,105200.160000000000000000,40.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,"",1812.440000000000000000,1.000000000000000000,ST
EC,20250217,67051860,4511092,ZPRE,BA017072,156.600000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA000210,685.230000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA000215,677.150000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA013085,293.460000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA013081,288.900000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,AA004001,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,AA004002,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,AA004003,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,AA004012,0E-18,10.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA017072,156.600000000000000000,30.000000000000000000,CS
EC,20250217,67051860,4511092,ZPRE,BA000210,685.230000000000000000,30.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA875142,4.500000000000000000,12.000000000000000000,ST
SV,20250325,67052854,2161885,ZPRE,AA875142,90.000000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015001,49.050000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA131113,45.000000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015011,43.200000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,76.500000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015011,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA131113,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015001,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA875142,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,15.300000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,ZPRE,AA015008,15.300000000000000000,2.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA829001,2200.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA317050,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,EN001001,0E-18,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,CA001099,0E-18,10.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA074021,6000.000000000000000000,30.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA074028,12000.000000000000000000,60.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,0E-18,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,AA317050,0E-18,8.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,"",4003.000000000000000000,1.000000000000000000,ST
HN,20250314,67052658,2710948,ZPRE,"",4424.860000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA015008,1421.420000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA015011,1601.600000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA131113,421.690000000000000000,2.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA875142,416.670000000000000000,1.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA875142,4.500000000000000000,12.000000000000000000,ST
SV,20250325,67052854,2161885,Z04,AA875142,90.000000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015001,49.050000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA131113,45.000000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015011,43.200000000000000000,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015008,76.500000000000000000,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015008,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015011,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA131113,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015001,0E-18,5.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA875142,0E-18,10.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015008,15.300000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA875142,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA131113,18.000000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015011,17.280000000000000000,2.000000000000000000,CS
SV,20250325,67052854,2161885,Z04,AA015008,15.300000000000000000,2.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA001001,2000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA059001,12600.000000000000000000,50.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA041001,3000.000000000000000000,10.000000000000000000,CS
HN,20250314,67052658,2710948,ZPRE,AA829001,2200.000000000000000000,10.000000000000000000,CS
